EntryID,Z-number,Anglealpha,Anglebeta,Anglegamma,a,b,c,ExperimentalMethod,DepositionDate,ReleaseDate,PDBID,TotalNumberofNon-polymerInstances,MolecularWeightperDepositedModel,NumberofDistinctNon-polymerEntities,RefinementResolution,EntryPolymerTypes,StructureDeterminationMethodology,AverageBFactor,RFree,RWork,RAll,RObserved,HighResolutionLimit,StuctureKeywords,SpaceGroup,NumberofDistinctFreeLigands,TotalNumberofFreeLigands,NumberofDistinctLigands,TotalNumberofLigands
4HKK,16,90,90,90,93.97,95.57,118.25,X-RAY DIFFRACTION,2012-10-15,2012-10-31,4HKK,10,55.9,4,1.95,Protein (only),experimental,28.719,0.21655,0.17895,0.1808,0.1808,1.95,TRANSFERASE,C 2 2 21,3,8,3,8
4HKM,8,90,90,90,75.25,161.13,56.3,X-RAY DIFFRACTION,2012-10-15,2012-10-31,4HKM,9,75.59,3,1.953,Protein (only),experimental,36.6434,0.2271,0.1867,NA,0.1888,1.953,TRANSFERASE,P 21 21 2,3,9,3,9
4HKN,8,90,90,90,67.28,67.28,118.06,X-RAY DIFFRACTION,2012-10-15,2012-10-31,4HKN,5,27.96,3,2.05,Protein (only),experimental,27.177,0.23187,0.1936,0.19551,0.19551,2.05,TRANSFERASE,P 41 21 2,2,4,2,4
4HKO,4,90,90,90,48.216,59.209,69.718,X-RAY DIFFRACTION,2012-10-15,2014-01-08,4HKO,6,21.49,1,1.5,Protein (only),experimental,11.1452,0.1861,0.1714,NA,0.1722,1.5,HYDROLASE,P 21 21 21,1,6,1,6
4HKP,4,90,112.9,90,69.29,61.775,70.523,X-RAY DIFFRACTION,2012-10-15,2012-11-14,4HKP,9,69.68,3,1.75,Protein (only),experimental,17.8707,0.186,0.161,0.161,0.162,1.75,LYASE/LYASE INHIBITOR,P 1 21 1,3,9,3,9
4HKT,8,90,97.56,90,90.449,55.467,149.091,X-RAY DIFFRACTION,2012-10-15,2012-12-19,4HKT,29,144.3,3,2,Protein (only),experimental,35.4543,0.2317,0.1857,NA,0.188,2,OXIDOREDUCTASE,P 1 21 1,2,27,2,27
4HKV,18,90,90,120,140.102,140.102,208.495,X-RAY DIFFRACTION,2012-10-15,2013-10-30,4HKV,15,73.87,5,1.65,Protein (only),experimental,23.1107,0.2024,0.166,NA,0.1678,1.65,Oxidoreductase/Oxidoreductase inhibitor,H 3 2,3,13,3,13
4HKY,8,90,99.96,90,145.627,39.324,75.37,X-RAY DIFFRACTION,2012-10-15,2013-01-23,4HKY,16,53.61,5,2.004,Protein (only),experimental,44.9,0.2512,0.2041,NA,0.2066,2.004,Hydrolase/Antibiotic,C 1 2 1,4,10,4,10
4HKZ,4,90,90,90,53.52,104.67,117.55,X-RAY DIFFRACTION,2012-10-15,2013-10-09,4HKZ,1,59.84,1,2.08,Protein (only),experimental,NA,0.2065,0.162,NA,0.1643,2.08,IMMUNE SYSTEM,P 21 21 21,1,1,1,1
4HL1,8,90,90,90,38.997,78.7,134.377,X-RAY DIFFRACTION,2012-10-15,2012-12-12,4HL1,10,52.92,3,1.5,Protein (only),experimental,18.9,0.149,0.137,0.137,0.137,1.5,Hydrolase/Antibiotic,P 21 21 21,2,4,2,4
4HL4,6,90,90,120,73.55,73.55,113,X-RAY DIFFRACTION,2012-10-16,2013-01-16,4HL4,3,33.87,2,2.2,Protein (only),experimental,64.211,0.23489,0.20259,NA,0.20425,2.2,HYDROLASE ACTIVATOR,P 31 2 1,1,2,1,2
4HL5,8,90,90,90,67.1,67.1,117.2,X-RAY DIFFRACTION,2012-10-16,2012-10-31,4HL5,5,27.95,4,2.2,Protein (only),experimental,23.124,0.24195,0.20825,0.21006,0.21006,2.2,TRANSFERASE,P 41 21 2,3,4,3,4
4HL7,8,90,90,90,83.42,147.64,74.77,X-RAY DIFFRACTION,2012-10-16,2012-11-14,4HL7,3,104.09,1,1.8,Protein (only),experimental,25.871,0.20056,0.1613,NA,0.16318,1.8,TRANSFERASE,P 21 21 2,1,3,1,3
4HLA,12,90,90,120,62.15,62.15,82.191,X-RAY DIFFRACTION,2012-10-16,2013-07-24,4HLA,1,22.16,1,1.95,Protein (only),experimental,26.256,0.22779,0.19187,NA,0.19354,1.95,HYDROLASE/HYDROLASE INHIBITOR,P 61,1,1,1,1
4HLC,4,90,102.85,90,46.2,90.97,48.33,X-RAY DIFFRACTION,2012-10-16,2012-10-31,4HLC,2,47.91,1,1.55,Protein (only),experimental,26.32,0.1985,0.1789,NA,0.1799,1.55,transferase/transferase inhibitor,P 1 21 1,1,2,1,2
4HLD,4,90,104.05,90,45.49,90.498,47.803,X-RAY DIFFRACTION,2012-10-16,2012-10-31,4HLD,2,47.89,1,2,Protein (only),experimental,34.4,0.2387,0.2078,NA,0.2094,2,transferase/transferase inhibitor,P 1 21 1,1,2,1,2
4HLF,16,90,90,90,91.4,97.95,118.76,X-RAY DIFFRACTION,2012-10-17,2012-10-31,4HLF,12,56.09,5,2.15,Protein (only),experimental,18.865,0.21133,0.17029,0.17237,0.17237,2.15,TRANSFERASE,C 2 2 21,4,10,4,10
4HLG,16,90,90,90,93.97,95.57,118.25,X-RAY DIFFRACTION,2012-10-17,2012-10-31,4HLG,9,55.72,4,2,Protein (only),experimental,23.198,0.22871,0.18621,0.18833,0.18833,2,TRANSFERASE,C 2 2 21,3,7,3,7
4HLH,16,90,90,90,90.97,98.22,118.66,X-RAY DIFFRACTION,2012-10-17,2012-10-31,4HLH,10,55.83,5,1.75,Protein (only),experimental,18.232,0.21312,0.18134,0.18292,0.18292,1.75,TRANSFERASE,C 2 2 21,4,8,4,8
4HLJ,4,90,90,90,28.7,77.71,91.9,X-RAY DIFFRACTION,2012-10-17,2013-11-20,4HLJ,1,26.6,1,1.8,Protein (only),experimental,NA,0.2114,0.1844,0.1866,0.1866,1.8,CELL ADHESION,P 21 21 21,1,1,1,1
4HLK,16,90,90,90,93.97,95.57,118.25,X-RAY DIFFRACTION,2012-10-17,2012-10-31,4HLK,10,55.82,5,2,Protein (only),experimental,19.766,0.21481,0.1843,0.18584,0.18584,2,TRANSFERASE,C 2 2 21,4,8,4,8
4HLM,16,90,90,90,93.97,95.57,118.25,X-RAY DIFFRACTION,2012-10-17,2012-10-31,4HLM,9,55.75,4,1.95,Protein (only),experimental,22.348,0.20642,0.17984,0.18115,0.18115,1.95,TRANSFERASE,C 2 2 21,3,7,3,7
4HLR,6,90,90,120,45.347,45.347,42.091,X-RAY DIFFRACTION,2012-10-17,2013-10-30,4HLR,1,4.05,1,1.57,Protein (only),experimental,28.957,0.24003,0.19355,NA,0.19786,1.57,VIRAL PROTEIN,P 3 2 1,1,1,1,1
4HM0,18,90,90,120,140.682,140.682,207.829,X-RAY DIFFRACTION,2012-10-17,2013-10-30,4HM0,23,74.45,5,1.8,Protein (only),experimental,29.4078,0.2538,0.2138,NA,0.2158,1.8,Oxidoreductase/Oxidoreductase inhibitor,H 3 2,3,21,3,21
4HM1,18,90,90,120,139.935,139.935,208.238,X-RAY DIFFRACTION,2012-10-17,2013-10-30,4HM1,15,73.88,5,1.5,Protein (only),experimental,17.842,0.1901,0.1489,NA,0.151,1.5,Oxidoreductase/Oxidoreductase inhibitor,H 3 2,3,13,3,13
4HM2,18,90,90,120,140.036,140.036,208.288,X-RAY DIFFRACTION,2012-10-17,2013-10-30,4HM2,15,73.88,5,1.6,Protein (only),experimental,18.4864,0.186,0.143,NA,0.1451,1.6,Oxidoreductase/Oxidoreductase inhibitor,H 3 2,3,13,3,13
4HM3,18,90,90,120,139.94,139.94,208.253,X-RAY DIFFRACTION,2012-10-17,2013-10-30,4HM3,15,73.85,5,1.5,Protein (only),experimental,17.6511,0.2032,0.1649,NA,0.1668,1.5,Oxidoreductase/Oxidoreductase inhibitor,H 3 2,3,13,3,13
4HM4,18,90,90,120,140.097,140.097,208.222,X-RAY DIFFRACTION,2012-10-17,2013-10-30,4HM4,15,73.86,5,1.5,Protein (only),experimental,18.6474,0.1962,0.1587,NA,0.1606,1.5,Oxidoreductase/Oxidoreductase inhibitor,H 3 2,3,13,3,13
4HM5,18,90,90,120,139.982,139.982,208.209,X-RAY DIFFRACTION,2012-10-17,2013-10-30,4HM5,15,73.86,5,1.5,Protein (only),experimental,21.2583,0.2045,0.1606,NA,0.1628,1.5,Oxidoreductase/Oxidoreductase inhibitor,H 3 2,3,13,3,13
4HM7,18,90,90,120,139.835,139.835,208.029,X-RAY DIFFRACTION,2012-10-17,2013-10-30,4HM7,15,73.85,5,1.5,Protein (only),experimental,20.1602,0.1937,0.157,NA,0.1588,1.5,Oxidoreductase/Oxidoreductase inhibitor,H 3 2,3,13,3,13
4HMA,8,90,90,90,73.87,98.24,47.44,X-RAY DIFFRACTION,2012-10-18,2013-04-24,4HMA,30,39.04,7,1.94,Protein (only),experimental,32.048,0.28302,0.21088,NA,0.21439,1.94,Hydrolase/Hydrolase Inhibitor,P 21 21 2,5,20,5,20
4HMC,6,90,90,120,67.622,67.622,257.188,X-RAY DIFFRACTION,2012-10-18,2013-05-01,4HMC,2,58.73,2,2.1,Protein (only),experimental,43.613,0.246,0.18832,NA,0.19007,2.1,HYDROLASE,P 31 1 2,1,1,1,1
4HMI,2,90,92.95,90,31.161,61.124,38.115,X-RAY DIFFRACTION,2012-10-18,2012-10-31,4HMI,2,16.62,2,1.75,Protein (only),experimental,28.4398,0.2209,0.1883,0.1899,0.1899,1.75,HYDROLASE,P 1 21 1,1,1,1,1
4HMM,8,90,90,90,29.59,86.25,87.08,X-RAY DIFFRACTION,2012-10-18,2013-05-15,4HMM,8,30.95,3,1.5,Protein (only),experimental,15.803,0.19318,0.14716,NA,0.14961,1.5,MEMBRANE PROTEIN,P 21 21 21,2,5,2,5
4HMO,4,90,90,90,43.644,63.442,135.803,X-RAY DIFFRACTION,2012-10-18,2013-09-04,4HMO,3,36.75,2,2,Protein (only),experimental,39.4021,0.2325,0.1946,NA,0.1965,2,TRANSPORT PROTEIN,P 21 21 21,2,3,2,3
4HMQ,8,90,90,90,76.102,84.272,93.776,X-RAY DIFFRACTION,2012-10-18,2013-09-04,4HMQ,36,77.46,5,2.1,Protein (only),experimental,13.995,0.24804,0.19962,NA,0.20204,2.1,TRANSPORT PROTEIN,P 21 21 21,3,10,3,10
4HMR,8,90,90,90,29.53,86.44,87.09,X-RAY DIFFRACTION,2012-10-18,2013-05-15,4HMR,7,30.92,3,1.6,Protein (only),experimental,20.807,0.20713,0.1549,NA,0.15762,1.6,MEMBRANE PROTEIN,P 21 21 21,2,5,2,5
4HMU,8,90,90,90,57.433,63.294,132.954,X-RAY DIFFRACTION,2012-10-18,2013-08-07,4HMU,5,51.83,3,1.56,Protein (only),experimental,26.4136,0.1596,0.1228,NA,0.1246,1.56,OXIDOREDUCTASE,P 21 21 21,3,5,3,5
4HMW,6,90,90,120,94.416,94.416,51.751,X-RAY DIFFRACTION,2012-10-18,2013-08-07,4HMW,2,49.36,1,1.53,Protein (only),experimental,29.2727,0.1788,0.1329,NA,0.1352,1.53,OXIDOREDUCTASE,P 31,1,2,1,2
4HMX,6,90,90,120,93.65,93.65,51.41,X-RAY DIFFRACTION,2012-10-18,2013-08-07,4HMX,3,49.59,2,1.59,Protein (only),experimental,27.7137,0.1576,0.1127,NA,0.1149,1.59,OXIDOREDUCTASE,P 31,2,3,2,3
4HMZ,32,90,90,90,140.721,140.721,117.736,X-RAY DIFFRACTION,2012-10-18,2012-11-21,4HMZ,11,91.53,2,2,Protein (only),experimental,23.47,0.24883,0.19911,NA,0.20165,2,UNKNOWN FUNCTION,I 4,2,11,2,11
4HN0,32,90,90,90,141.587,141.587,115.576,X-RAY DIFFRACTION,2012-10-18,2012-11-21,4HN0,16,88.68,2,2.2,Protein (only),experimental,47.672,0.25871,0.2149,NA,0.21724,2.2,UNKNOWN FUNCTION,I 4,2,16,2,16
4HN1,32,90,90,90,141.017,141.017,116.434,X-RAY DIFFRACTION,2012-10-18,2012-11-21,4HN1,19,92.32,4,1.6,Protein (only),experimental,29.798,0.25373,0.21173,NA,0.21385,1.6,UNKNOWN FUNCTION,I 4,4,19,4,19
4HN2,4,90,90,90,89.666,110.768,41.536,X-RAY DIFFRACTION,2012-10-18,2012-10-31,4HN2,6,38.87,3,1.9,Protein (only),experimental,30.47,0.22157,0.19117,NA,0.19305,1.9,TRANSFERASE/TRANSFERASE INHIBITOR,P 21 21 21,2,2,2,2
4HN3,16,90,90,90,149.085,99.318,104.608,X-RAY DIFFRACTION,2012-10-18,2012-10-31,4HN3,23,159.6,3,2.047,Protein (only),experimental,NA,0.2207,0.181,NA,0.183,2.047,SIGNALING PROTEIN,P 21 21 2,3,23,3,23
4HN4,4,90,94.69,90,183.97,59.72,67.4,X-RAY DIFFRACTION,2012-10-18,2013-12-25,4HN4,10,73.37,5,1.64,Protein (only),experimental,21.4911,0.2004,0.1478,0.1478,0.1504,1.64,LYASE/LYASE INHIBITOR,C 1 2 1,4,8,4,8
4HN8,32,90,90,90,126.355,148.835,198.464,X-RAY DIFFRACTION,2012-10-19,2012-11-07,4HN8,9,423.91,1,2.2,Protein (only),experimental,25.905,0.2221,0.1756,NA,0.1779,2.2,LYASE,P 21 21 21,1,9,1,9
4HNC,32,90,90,90,148.464,148.464,169.987,X-RAY DIFFRACTION,2012-10-19,2013-10-30,4HNC,4,83,2,1.889,Protein (only),experimental,17.849,0.19796,0.17007,NA,0.17148,1.889,ISOMERASE,I 4 2 2,1,2,1,2
4HNF,8,90,110.67,90,171.217,48.109,80.467,X-RAY DIFFRACTION,2012-10-19,2012-11-14,4HNF,2,69.42,1,2.07,Protein (only),experimental,NA,0.274,0.241,NA,NA,2.07,transferase/transferase inhibitor,C 1 2 1,1,2,1,2
4HNG,4,90,90,90,52.044,61.839,69.698,X-RAY DIFFRACTION,2012-10-19,2012-10-31,4HNG,7,25.17,3,1.5,Protein (only),experimental,NA,0.2023,0.1808,NA,0.1819,1.5,ISOMERASE,P 21 21 21,3,7,3,7
4HNH,8,90,121.44,90,109.219,71.687,65.016,X-RAY DIFFRACTION,2012-10-19,2012-10-31,4HNH,11,51.44,5,1.576,Protein (only),experimental,NA,0.2029,0.1749,NA,0.1763,1.576,ISOMERASE,C 1 2 1,5,11,5,11
4HNR,6,90,90,120,56.104,56.104,72.283,X-RAY DIFFRACTION,2012-10-21,2013-10-02,4HNR,1,13.42,1,1.9,Protein (only),experimental,39.1,0.2648,0.227,NA,0.227,1.9,SIGNALING PROTEIN,P 32 2 1,1,1,1,1
4HO0,8,90,90,90,69.526,88.704,129.39,X-RAY DIFFRACTION,2012-10-22,2013-10-23,4HO0,2,33.17,1,1.9,Protein (only),experimental,44.7551,0.2589,0.217,NA,0.2191,1.9,TRANSFERASE,I 2 2 2,1,2,1,2
4HO1,8,90,90,90,112.786,112.786,46.297,X-RAY DIFFRACTION,2012-10-22,2013-11-13,4HO1,3,33.87,2,1.856,Protein (only),experimental,32.322,0.16311,0.13952,NA,0.14076,1.856,TRANSFERASE,I 41,2,3,2,3
4HO2,8,90,90,90,91.895,91.895,70.134,X-RAY DIFFRACTION,2012-10-22,2013-10-23,4HO2,5,33.75,2,1.84,Protein (only),experimental,30.1519,0.2324,0.1934,NA,0.1954,1.84,TRANSFERASE,P 42 21 2,2,5,2,5
4HO3,8,90,90,90,91.947,91.947,69.948,X-RAY DIFFRACTION,2012-10-22,2013-10-23,4HO3,4,34.13,2,1.8,Protein (only),experimental,28.0121,0.2263,0.1856,NA,0.1876,1.8,TRANSFERASE,P 42 21 2,2,4,2,4
4HO4,8,90,125.05,90,114.24,90.81,87.754,X-RAY DIFFRACTION,2012-10-22,2013-10-23,4HO4,9,67.56,3,1.64,Protein (only),experimental,26.99,0.223,0.193,NA,0.194,1.64,TRANSFERASE,C 1 2 1,3,9,3,9
4HO5,8,90,124.96,90,114.302,90.56,87.519,X-RAY DIFFRACTION,2012-10-22,2013-10-23,4HO5,9,68.68,2,1.7,Protein (only),experimental,28.9319,0.2234,0.192,NA,0.1935,1.7,TRANSFERASE,C 1 2 1,2,9,2,9
4HO6,8,90,90,90,91.541,91.541,67.584,X-RAY DIFFRACTION,2012-10-22,2013-10-23,4HO6,4,34.22,3,1.92,Protein (only),experimental,28.6918,0.2269,0.1808,NA,0.1831,1.92,TRANSFERASE,P 42 21 2,3,4,3,4
4HO9,8,90,125.2,90,114.788,90.763,87.702,X-RAY DIFFRACTION,2012-10-22,2013-10-23,4HO9,13,68.91,3,1.8,Protein (only),experimental,25.9325,0.2115,0.1714,NA,0.1734,1.8,TRANSFERASE,C 1 2 1,3,13,3,13
4HOB,16,90,90,90,51.736,54.584,86.642,X-RAY DIFFRACTION,2012-10-22,2013-09-11,4HOB,9,31.97,1,1.76,Protein (only),experimental,38.93,0.2466,0.2013,NA,0.2036,1.76,DNA BINDING PROTEIN,P 21 21 21,1,9,1,9
4HOC,8,90,124.85,90,156.308,70.309,89.374,X-RAY DIFFRACTION,2012-10-22,2013-10-23,4HOC,6,67.55,2,2.2,Protein (only),experimental,41.9256,0.2481,0.2048,NA,0.207,2.2,TRANSFERASE,C 1 2 1,2,6,2,6
4HOE,4,90,93.11,90,38.003,66.538,75.795,X-RAY DIFFRACTION,2012-10-22,2014-03-19,4HOE,7,46.92,4,1.76,Protein (only),experimental,16.9376,0.216,0.1815,0.216,0.1832,1.76,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR,P 1 21 1,4,7,4,7
4HOF,4,90,93.13,90,37.931,66.662,75.417,X-RAY DIFFRACTION,2012-10-22,2014-03-19,4HOF,9,47.04,4,1.76,Protein (only),experimental,15.2527,0.2059,0.1798,0.2059,0.1812,1.76,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR,P 1 21 1,4,9,4,9
4HOG,8,90,90,90,42.828,42.828,229.948,X-RAY DIFFRACTION,2012-10-22,2014-03-19,4HOG,8,55.2,3,2,Protein (only),experimental,18.7764,0.2373,0.1852,0.2373,0.1878,2,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR,P 41,3,8,3,8
4HOI,24,90,90,120,91.276,91.276,172.521,X-RAY DIFFRACTION,2012-10-22,2013-03-27,4HOI,6,53.79,1,1.85,Protein (only),experimental,28.8497,0.1924,0.1664,NA,0.1677,1.85,TRANSPORT PROTEIN,P 32 2 1,1,6,1,6
4HON,8,90,90,90,72.202,79.675,175.938,X-RAY DIFFRACTION,2012-10-22,2012-11-21,4HON,29,80.33,6,1.799,Protein (only),experimental,20.5226,0.2143,0.1892,NA,0.1905,1.799,OXIDOREDUCTASE,P 21 21 21,4,25,4,25
4HOV,18,90,90,120,132.96,132.96,159.502,X-RAY DIFFRACTION,2012-10-22,2013-01-16,4HOV,11,114.74,5,2.2,Protein (only),experimental,36.1644,0.1951,0.1673,NA,0.1687,2.2,OXIDOREDUCTASE,P 32 2 1,3,5,3,5
4HOW,4,90,90,90,58.856,81.267,137.998,X-RAY DIFFRACTION,2012-10-22,2013-10-16,4HOW,4,70.3,2,1.7,Protein (only),experimental,21.336,0.19339,0.15903,NA,0.1608,1.7,ISOMERASE,P 21 21 21,1,3,1,3
4HOX,4,90,90,90,58.662,81.131,137.626,X-RAY DIFFRACTION,2012-10-23,2013-11-13,4HOX,3,66.09,3,2,Protein (only),experimental,17.683,0.2006,0.13905,NA,0.14214,2,ISOMERASE,P 21 21 21,2,2,2,2
4HOY,4,90,90,90,34.54,58.22,109.18,X-RAY DIFFRACTION,2012-10-23,2012-11-07,4HOY,8,21.64,4,1.78,Protein (only),experimental,23.12,0.1963,0.16876,0.17123,0.17018,1.78,HYDROLASE,P 21 2 21,4,8,4,8
4HOZ,4,90,90,90,58.737,82.48,137.888,X-RAY DIFFRACTION,2012-10-23,2013-10-16,4HOZ,3,66.1,3,2,Protein (only),experimental,25.365,0.20511,0.15219,NA,0.15481,2,ISOMERASE,P 21 21 21,2,2,2,2
4HP4,48,90,90,90,150.306,150.306,150.306,X-RAY DIFFRACTION,2012-10-23,2013-03-27,4HP4,3,30.52,2,2,Protein (only),experimental,29.219,0.1912,0.1727,NA,0.1736,2,TRANSPORT PROTEIN,P 41 3 2,2,3,2,3
4HP5,4,90,90,90,58.849,81.325,138.258,X-RAY DIFFRACTION,2012-10-23,2013-11-13,4HP5,3,66.09,3,2,Protein (only),experimental,25.1023,0.2077,0.1544,NA,0.157,2,ISOMERASE,P 21 21 21,2,2,2,2
4HPA,4,90,94.05,90,70.169,42.893,52.255,X-RAY DIFFRACTION,2012-10-23,2013-03-20,4HPA,2,20.94,2,1.5,Protein (only),experimental,16.614,0.1814,0.1336,0.136,0.136,1.5,TRANSPORT PROTEIN,C 1 2 1,1,1,1,1
4HPB,4,90,94.38,90,70.288,43.185,52.618,X-RAY DIFFRACTION,2012-10-23,2013-03-20,4HPB,2,20.99,2,1.6,Protein (only),experimental,18.5687,0.1795,0.1421,0.144,0.144,1.6,TRANSPORT PROTEIN,C 1 2 1,1,1,1,1
4HPM,4,90,94.73,90,52.784,65.794,56.517,X-RAY DIFFRACTION,2012-10-24,2013-05-01,4HPM,4,50.58,1,1.85,Protein (only),experimental,24.1,0.2469,0.1992,NA,0.2021,1.85,TRANSCRIPTION,P 1 21 1,1,4,1,4
4HPN,16,90,90,90,121.145,121.145,128.446,X-RAY DIFFRACTION,2012-10-24,2012-11-07,4HPN,4,41.71,3,1.6,Protein (only),experimental,15.9161,0.1609,0.1379,0.1391,0.1391,1.6,ISOMERASE,I 4 2 2,1,1,1,1
4HPS,8,90,111.96,90,77.06,73.34,80.54,X-RAY DIFFRACTION,2012-10-24,2012-11-14,4HPS,15,99.52,1,1.55,Protein (only),experimental,31.7635,0.1999,0.1726,NA,0.174,1.55,HYDROLASE,P 1 21 1,1,15,1,15
4HPT,4,90,90,90,71.545,79.06,80.09,X-RAY DIFFRACTION,2012-10-24,2013-03-20,4HPT,3,43.49,2,2.15,Protein (only),experimental,35.324,0.22797,0.18709,NA,0.18907,2.15,transferase/transferase inhibitor,P 21 21 21,1,1,1,1
4HPU,4,90,90,90,57.69,79.8,98.14,X-RAY DIFFRACTION,2012-10-24,2013-03-20,4HPU,5,44.31,3,1.55,Protein (only),experimental,15.146,0.19448,0.17176,NA,0.17292,1.55,transferase/transferase inhibitor,P 21 21 21,2,3,2,3
4HPW,2,90,90.75,90,52.629,38.83,82.957,X-RAY DIFFRACTION,2012-10-24,2013-10-30,4HPW,1,35.51,1,1.998,Protein (only),experimental,NA,0.2506,0.1971,NA,0.1999,1.998,LIGASE,P 1 2 1,1,1,1,1
4HPX,4,90,94.58,90,183.96,60.96,67.41,X-RAY DIFFRACTION,2012-10-24,2013-12-18,4HPX,15,73.94,6,1.65,Protein (only),experimental,23.318,0.1901,0.1421,0.1445,0.1445,1.65,LYASE/LYASE INHIBITOR,C 1 2 1,5,13,5,13
4HPY,4,90,90,90,41.888,79.15,127.112,X-RAY DIFFRACTION,2012-10-24,2013-02-06,4HPY,2,49.46,1,1.5,Protein (only),experimental,NA,0.1873,0.1707,NA,0.1715,1.5,Immune System/Viral Protein,P 21 21 21,1,2,1,2
4HQ8,24,90,90,90,72.378,107.186,180.183,X-RAY DIFFRACTION,2012-10-25,2013-11-13,4HQ8,6,177.68,3,1.95,Protein (only),experimental,26.2652,0.2351,0.184,0.199,0.1866,1.95,FLUORESCENT PROTEIN,P 2 21 21,3,6,3,6
4HQ9,24,90,90,90,69.18,103.55,176.9,X-RAY DIFFRACTION,2012-10-25,2013-11-13,4HQ9,7,177.56,3,2.07,Protein (only),experimental,34.8872,0.2345,0.1888,0.208,0.1911,2.07,FLUORESCENT PROTEIN,P 2 21 21,3,7,3,7
4HQC,24,90,90,90,71.212,106.131,178.929,X-RAY DIFFRACTION,2012-10-25,2013-11-13,4HQC,6,177.37,3,2.05,Protein (only),experimental,29.9115,0.2328,0.1785,NA,0.1813,2.05,FLUORESCENT PROTEIN,P 2 21 21,3,6,3,6
4HQF,8,90,90,90,110.22,110.22,47.05,X-RAY DIFFRACTION,2012-10-25,2012-12-26,4HQF,1,31.8,1,2.2,Protein (only),experimental,NA,0.2175,0.1729,NA,0.1752,2.2,CELL ADHESION,I 4,1,1,1,1
4HQV,4,90,96.3,90,90.884,65.015,70.568,X-RAY DIFFRACTION,2012-10-26,2012-11-21,4HQV,6,43.44,3,1.66,Protein (only),experimental,NA,0.2076,0.1753,NA,0.177,1.66,Transferase/Transferase Inhibitor,C 1 2 1,2,5,2,5
4HR0,8,90,90,90,56.15,97.738,130.85,X-RAY DIFFRACTION,2012-10-26,2013-10-16,4HR0,5,37.41,5,1.896,Protein (only),experimental,43.2,0.1956,0.1655,0.167,0.167,1.896,OXIDOREDUCTASE,I 2 2 2,1,1,1,1
4HR2,16,90,90,90,91.24,91.24,90.19,X-RAY DIFFRACTION,2012-10-26,2012-11-07,4HR2,2,32.73,1,1.95,Protein (only),experimental,20.4499,0.2404,0.2076,NA,0.2092,1.95,TRANSFERASE,P 41 2 2,1,2,1,2
4HR3,8,90,90,90,79.95,107.33,137.1,X-RAY DIFFRACTION,2012-10-26,2012-11-14,4HR3,1,45.32,1,1.8,Protein (only),experimental,16.646,0.19363,0.16607,NA,0.16744,1.8,OXIDOREDUCTASE,I 2 2 2,1,1,1,1
4HR4,8,90,90,90,55.928,97.709,128.132,X-RAY DIFFRACTION,2012-10-26,2013-10-16,4HR4,4,37.39,3,1.901,Protein (only),experimental,51.7,0.2151,0.1809,0.1826,0.1826,1.901,OXIDOREDUCTASE,I 2 2 2,1,1,1,1
4HRQ,8,90,90,90,38.254,74.123,110.189,X-RAY DIFFRACTION,2012-10-28,2013-06-19,4HRQ,4,41.61,2,1.9,Protein (only),experimental,20.0542,0.2463,0.2195,NA,NA,1.9,HYDROLASE,P 21 21 21,1,2,1,2
4HRY,4,90,90,90,63.56,66.26,78.24,X-RAY DIFFRACTION,2012-10-29,2013-02-27,4HRY,5,32.38,5,1.5,Protein (only),experimental,21.04,0.1972,0.1764,NA,0.1774,1.5,HYDROLASE,P 21 21 21,4,4,4,4
4HS3,4,90,90,90,45.59,90.57,137.37,X-RAY DIFFRACTION,2012-10-29,2014-05-07,4HS3,2,44.68,2,2.1,Protein (only),experimental,NA,0.2391,0.1872,0.1898,0.1898,2.1,IMMUNE SYSTEM,P 2 21 21,2,2,2,2
4HS4,32,90,90,90,90.422,92.146,188.013,X-RAY DIFFRACTION,2012-10-29,2012-12-26,4HS4,3,171.66,1,2.1,Protein (only),experimental,NA,0.2317,0.2078,NA,0.2083,2.1,OXIDOREDUCTASE,P 21 21 21,1,3,1,3
4HS9,4,90,90,90,48.099,54.849,96.013,X-RAY DIFFRACTION,2012-10-29,2013-05-22,4HS9,5,34.67,5,1.8,Protein (only),experimental,31.831,0.2052,0.1709,NA,0.1726,1.8,HYDROLASE,P 21 21 21,4,4,4,4
4HSE,6,90,90,120,60.99,60.99,213.87,X-RAY DIFFRACTION,2012-10-30,2013-01-30,4HSE,3,45.57,3,2.2,Protein (only),experimental,43.543,0.26631,0.22536,NA,0.22742,2.2,CHAPERONE,P 31 2 1,3,3,3,3
4HSF,8,90,90,90,78.353,78.353,37.063,X-RAY DIFFRACTION,2012-10-30,2013-10-30,4HSF,7,14.92,3,1.82,Protein (only),experimental,27.12,0.2248,0.1931,NA,0.1945,1.82,HYDROLASE,P 43 21 2,3,7,3,7
4HSH,4,90,95.95,90,90.554,64.778,70.479,X-RAY DIFFRACTION,2012-10-30,2012-11-28,4HSH,9,43.72,3,1.56,Protein (only),experimental,NA,0.1812,0.1552,NA,0.1565,1.56,Transferase/Transferase Inhibitor,C 1 2 1,2,8,2,8
